name,email,sector,city,phone,website,address,formations,description,url
AFIP Formations,contact@afip-formations.com,École spécialisée,Villeurbanne,33478378181,Non trouvé,,,,https://diplomeo.com/etablissement-afip_formations-6774
ILERI - L’Institut Libre des Relations Internationales et des Sciences Politiques  - Lyon,admissions.lyon@ileri.fr,École spécialisée,Lyon,0472853831,https://www.ileri.fr/campus/lyon-leclair?utm_source=Diplomeo&utm_medium=ANNUAIRE&utm_campaign=Annuaire_2024_2025&utm_content=ANNUAIRE_Diplomeo?utm_source=diplomeos,,,,https://diplomeo.com/etablissement-ileri_l_institut_libre_des_relations_internationales_et_des_sciences_politiques_lyon-1092
IHEDREA - L'école de l'Agri et de l'Agro Management - Paris,contact@paris.ihedrea.orrgs,École spécialisée,Courbevoie,33141066222,https://www.ihedrea.org/?utm_source=diplomeo&utm_medium=annuaire&utm_campaign=IHEDREA_2022_2023&utm_content=ANNUAIRE_diplomeo?utm_source=diplomeos,,,,https://diplomeo.com/etablissement-ihedrea_l_ecole_de_l_agri_et_de_l_agro_management_paris-1181
ICAN - Institut de création et d'animation numériques - PARIS,admissions@ican-design.fr,École spécialisée,Paris,33186220869,https://www.ican-design.fr/?utm_source=diplomeos,,,,https://diplomeo.com/etablissement-ican_institut_de_creation_et_d_animation_numeriques_paris-2727
ISFJ - INSTITUT SUPERIEUR DE FORMATION AU JOURNALISME ET A LA COMMUNICATION DIGITALE - PARIS,contact@isfj-international.com,École spécialisée,Paris 15e,33178966832,https://www.isfj.fr/?utm_source=diplomeo&utm_medium=fiche-ecole&utm_campaign=campagne-2023-2024-campus-paris&utm_content=texte-home?utm_source=diplomeos,,,,https://diplomeo.com/etablissement-isfj_institut_superieur_de_formation_au_journalisme_et_a_la_communication_digitale_paris-4312
EIML - ECOLE INTERNATIONALE DE MARKETING DU LUXE - PARIS,admissions@eimlp.fr,École spécialisée,Paris 15e,33153952890,https://www.eiml-paris.fr/?utm_source=diplomeo&utm_medium=fiche-ecole&utm_campaign=campagne-2023-2024-campus-paris&utm_content=texte-home?utm_source=diplomeos,,,,https://diplomeo.com/etablissement-eiml_ecole_internationale_de_marketing_du_luxe_paris-7256
Sup de Luxe,admissions@supdeluxe.fr,École spécialisée,Paris,33764775051,Non trouvé,,,,https://diplomeo.com/etablissement-sup_de_luxe-7663
ISIFA Plus Values - Sud,parissud@isifaplusvalues.com,École spécialisée,Issy-les-Moulineaux,33140951300,Non trouvé,,,,https://diplomeo.com/etablissement-isifa_plus_values_sud-7700
ISIFA Plus Values - Ouest,parisouest@isifaplusvalues.com,École spécialisée,Paris,33179363509,https://www.isifaplusvalues.com/?utm_source=diplomeos,,,,https://diplomeo.com/etablissement-isifa_plus_values_ouest-7701
MAESTRIS BTS - AIX-EN-PROVENCE,aix-en-pce@maestris.com,École spécialisée,Vitrolles,0442646200,https://www.maestris-bts.com/campus/aix-en-provence/?utm_source=diplomeos,,,,https://diplomeo.com/etablissement-maestris_bts_aix_en_provence-11704
