id,name,is_company,company_type,customer_rank,supplier_rank,type,email,phone,mobile,website,street,city,zip,country_id,function,title,parent_id,user_id,team_id,industry_id,comment,tag_ids,vat,ref,lang,date
school_ieseg_school_of_management_lille_ieseg_at_ieseg_fr,IESEG School of Management Lille,true,company,1,0,contact,ieseg@ieseg.fr,33320545892,,Non trouvé,,Lille,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ieseg_school_of_management_lille-2879,fr_FR,2025-03-20
school_ieseg_school_of_management_paris_ieseg_at_ieseg_fr,IESEG School of Management Paris,true,company,1,0,contact,ieseg@ieseg.fr,33320545892,,https://www.ieseg.fr/?utm_source=PartDiplomeo20240314Ecole&utm_medium=FicheEcole&utm_campaign=RFrance?utm_source=diplomeos,,Paris,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ieseg_school_of_management_paris-2885,fr_FR,2025-03-20
school_clermont_school_of_business_info_at_esc-clermont_fr,Clermont School of Business,true,company,1,0,contact,info@esc-clermont.fr,33473982424,,https://www.clermont-sb.fr/?utm_source=diplomeos,,Clermont-Ferrand,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-clermont_school_of_business-2922,fr_FR,2025-03-20
school_aurlom_bts_aurlombtsplus_at_gmail_com,Aurlom BTS +,true,company,1,0,contact,aurlombtsplus@gmail.com,33140411238,,https://www.aurlom.com/bts.html?utm_source=diplomeos,,Paris,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-aurlom_bts-7345,fr_FR,2025-03-20
school_h3_campus_paris_contact_at_h3campus_fr,H3 Campus Paris,true,company,1,0,contact,contact@h3campus.fr,33142800049,,https://h3campus.fr/?utm_source=diplomeos,,Paris,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-h3_campus_paris-7410,fr_FR,2025-03-20
school_iriig_contact_at_iriig_com,IRIIG,true,company,1,0,contact,contact@iriig.com,0484350526,,https://www.iriig.com/?utm_source=diplomeos,,Lyon 7e,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-iriig-11829,fr_FR,2025-03-20
school_fms_l_ecole_de_commerce_du_food_business_paris_admission_at_fms-school_com,FMS - L’école de commerce du Food Business - Paris,true,company,1,0,contact,admission@fms-school.com,0184831470,,https://food-management-school.com/?utm_source=Diplomeo&utm_medium=mini+site+FMS+sur+diplomeo&utm_campaign=Site+FMS+diplomeo&utm_content=bouton+site+fms?utm_source=diplomeos,,Paris,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-fms_l_ecole_de_commerce_du_food_business_paris-12359,fr_FR,2025-03-20
school_smbs_l_ecole_de_commerce_de_la_sante_paris_smbs_at_smbs-school_com,SMBS - L'école de commerce de la santé - Paris,true,company,1,0,contact,smbs@smbs-school.com,33184831471,,https://sante-management-school.com/?utm_source=diplomeos,,Paris 13e,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-smbs_l_ecole_de_commerce_de_la_sante_paris-13181,fr_FR,2025-03-20
school_ecole_de_management_de_normandie_paris_admissions_at_em-normandie_fr,Ecole de Management de Normandie - Paris,true,company,1,0,contact,admissions@em-normandie.fr,33175000076,,https://www.em-normandie.com/?utm_source=site_referencement&utm_medium=site_lien&utm_campaign=diplomeo?utm_source=diplomeos,,Paris,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ecole_de_management_de_normandie_paris-25,fr_FR,2025-03-20
school_ecole_de_management_de_normandie_caen_admissions_at_em-normandie_fr,Ecole de Management de Normandie - Caen,true,company,1,0,contact,admissions@em-normandie.fr,330231467878,,https://www.em-normandie.com/?utm_source=site_referencement&utm_medium=site_lien&utm_campaign=diplomeo?utm_source=diplomeos,,Caen,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ecole_de_management_de_normandie_caen-27,fr_FR,2025-03-20
school_ifag_institut_de_formation_aux_affaires_et_a_la_gestion_auxerre_recrutement_es_at_pole-format,IFAG - Institut de formation aux affaires et à la gestion - Auxerre,true,company,1,0,contact,recrutement.es@pole-formation.net,33608777568,,https://www.ifag.com/campus/auxerre?utm_source=diplomeos,,Auxerre,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ifag_institut_de_formation_aux_affaires_et_a_la_gestion_auxerre-423,fr_FR,2025-03-20
school_espas_espas_at_univ-catholille_fr,ESPAS,true,company,1,0,contact,espas@univ-catholille.fr,0320549090,,https://ecole-espas.fr/?utm_source=partenaires&utm_medium=résultatsderecherchenaturels&utm_campaign=diplomeo?utm_source=diplomeos,,Lille,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-espas-1009,fr_FR,2025-03-20
school_esicad_ecole_superieure_privee_de_commerce_et_gestion_montpellier_montpellier_at_esicad_com,ESICAD - Ecole supérieure privée de commerce et gestion - Montpellier,true,company,1,0,contact,montpellier@esicad.com,33467105756,,https://www.esicad.com/?utm_source=diplomeos,,Montpellier,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-esicad_ecole_superieure_privee_de_commerce_et_gestion_montpellier-1013,fr_FR,2025-03-20
school_talis_paris_paris_at_talis-bs_com,TALIS Paris,true,company,1,0,contact,paris@talis-bs.com,0140388786,,https://www.talis.community/?utm_source=diplomeos,,Paris 11e,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-talis_paris-1604,fr_FR,2025-03-20
school_esarc_toulouse_toulouse_at_esarc-evolution-toulouse_fr,ESARC Toulouse,true,company,1,0,contact,toulouse@esarc-evolution-toulouse.fr,33561399798,,Non trouvé,,Toulouse,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-esarc_toulouse-1672,fr_FR,2025-03-20
school_aforem_rennes_formation_at_aforem_fr,AFOREM Rennes,true,company,1,0,contact,formation@aforem.fr,33299354600,,https://www.aforem.fr/ecole/campus-rennes/?utm_source=diplomeos,,Rennes,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-aforem_rennes-1822,fr_FR,2025-03-20
school_esgf_ecole_superieure_de_gestion_et_finance_paris_admissions_at_esgf_fr,ESGF - Ecole  Supérieure de Gestion et Finance Paris,true,company,1,0,contact,admissions@esgf.fr,33186472994,,Non trouvé,,Courbevoie,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-esgf_ecole_superieure_de_gestion_et_finance_paris-1936,fr_FR,2025-03-20
school_esgci_admissions_at_esgci_com,ESGCI,true,company,1,0,contact,admissions@esgci.com,33186472993,,https://www.esgci.com?utm_source=diplomeos,,Paris,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-esgci-1937,fr_FR,2025-03-20
school_talis_bayonne_bayonne_at_talis-bs_com,TALIS Bayonne,true,company,1,0,contact,bayonne@talis-bs.com,33564100913,,https://www.talis.community/?utm_source=diplomeo&utm_campaign=2025&utm_medium=ficheecole?utm_source=diplomeos,,Bayonne,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-talis_bayonne-2032,fr_FR,2025-03-20
school_ecole_pigier_paris_parisperformance_at_pigier_com,Ecole Pigier - Paris,true,company,1,0,contact,parisperformance@pigier.com,33155070755,,https://www.pigier.com/ecole-commerce-paris?utm_source=diplomeos,,Paris,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ecole_pigier_paris-2088,fr_FR,2025-03-20
school_ecole_pigier_nancy_nancy_at_pigier_com,Ecole Pigier - Nancy,true,company,1,0,contact,nancy@pigier.com,33383359797,,https://www.pigier.com/ecole-commerce-nancy?utm_source=diplomeos,,Nancy,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ecole_pigier_nancy-2098,fr_FR,2025-03-20
school_enc_nantes_admission-enc_at_enc-nantes_fr,ENC Nantes,true,company,1,0,contact,admission-enc@enc-nantes.fr,33240489871,,https://www.enc-nantes.fr/?utm_source=diplomeos,,Nantes,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-enc_nantes-2273,fr_FR,2025-03-20
school_ifag_institut_de_formation_aux_affaires_et_a_la_gestion_toulouse_patty_meunier_at_ifag_fr,IFAG - Institut de formation aux affaires et à la gestion - Toulouse,true,company,1,0,contact,patty.meunier@ifag.fr,33607033267,,Non trouvé,,Balma,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ifag_institut_de_formation_aux_affaires_et_a_la_gestion_toulouse-2707,fr_FR,2025-03-20
school_ifag_institut_de_formation_aux_affaires_et_a_la_gestion_paris_paris_at_ifag_com,IFAG - Institut de formation aux affaires et à la gestion - Paris,true,company,1,0,contact,paris@ifag.com,33146592076,,Non trouvé,,Courbevoie,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ifag_institut_de_formation_aux_affaires_et_a_la_gestion_paris-2708,fr_FR,2025-03-20
school_ifag_institut_de_formation_aux_affaires_et_a_la_gestion_angers_marion_lefeuvre_at_ifag_fr,IFAG - Institut de formation aux affaires et à la gestion - Angers,true,company,1,0,contact,marion.lefeuvre@ifag.fr,33241391359,,Non trouvé,,Trélazé,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ifag_institut_de_formation_aux_affaires_et_a_la_gestion_angers-2711,fr_FR,2025-03-20
school_h3_campus_cergy_pontoise_contact_at_h3campus_fr,H3 Campus Cergy Pontoise,true,company,1,0,contact,contact@h3campus.fr,33134485555,,https://www.h3campus.fr/?utm_source=diplomeos,,Saint-Ouen-l'Aumône,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-h3_campus_cergy_pontoise-2712,fr_FR,2025-03-20
school_iaelyon_school_of_management_margaux_francois_at_univ-lyon3_fr,iaelyon School of Management,true,company,1,0,contact,margaux.francois@univ-lyon3.fr,33478787066,,Non trouvé,,Lyon 8e,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-iaelyon_school_of_management-2756,fr_FR,2025-03-20
school_ifag_institut_de_formation_aux_affaires_et_a_la_gestion_lyon_lyon_at_ifag_com,IFAG - Institut de formation aux affaires et à la gestion - Lyon,true,company,1,0,contact,lyon@ifag.com,33472857285,,Non trouvé,,Lyon,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ifag_institut_de_formation_aux_affaires_et_a_la_gestion_lyon-2877,fr_FR,2025-03-20
school_icl_l_ecole_des_business_developers_campus_de_lyon_info_at_icl_fr,ICL - L'école des Business Developers - Campus de Lyon,true,company,1,0,contact,info@icl.fr,33472857374,,Non trouvé,,Lyon 9e,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-icl_l_ecole_des_business_developers_campus_de_lyon-2884,fr_FR,2025-03-20
school_mbs_concours_pge_at_montpellier-bs_com,MBS,true,company,1,0,contact,concours.pge@montpellier-bs.com,33467102500,,Non trouvé,,Montpellier,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-mbs-2902,fr_FR,2025-03-20
school_formasup_campus_admissions_at_formasup-campus_fr,FORMASUP Campus,true,company,1,0,contact,admissions@formasup-campus.fr,33556340173,,https://www.formasup-campus.com/?utm_source=diplomeos,,Bordeaux,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-formasup_campus-2952,fr_FR,2025-03-20
school_estice_international_management_estice_at_univ-catholille_fr,ESTICE - International Management,true,company,1,0,contact,estice@univ-catholille.fr,0320549090,,https://estice.fr/utm_source=partenaires&utm_medium=résultatsderecherchenaturels&utm_campaign=diplomeo?utm_source=diplomeos,,Lille,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-estice_international_management-4045,fr_FR,2025-03-20
school_istef_institut_superieur_technique_d_enseignement_et_de_formation_istef_at_istef_fr,ISTEF - Institut supérieur technique d'enseignement et de formation,true,company,1,0,contact,istef@istef.fr,33534415390,,Non trouvé,,Toulouse,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-istef_institut_superieur_technique_d_enseignement_et_de_formation-4156,fr_FR,2025-03-20
school_ppa_business_school_paris_admissions_at_ppa_fr,PPA BUSINESS SCHOOL - PARIS,true,company,1,0,contact,admissions@ppa.fr,33140790290,,https://www.ppa.fr/ecole-commerce-alternance.html?utm_source=diplomeo&utm_medium=brand_content&utm_campaign=dossier_de_presse&utm_content=site_etablissement?utm_source=diplomeos,,Paris 14e,,France,,,,,,École de gestion et de commerce,,"École,Diplomeo",,https://diplomeo.com/etablissement-ppa_business_school_paris-5003,fr_FR,2025-03-20
