id,name,is_company,company_type,customer_rank,supplier_rank,type,email,phone,mobile,website,street,city,zip,country_id,function,title,parent_id,user_id,team_id,industry_id,comment,tag_ids,vat,ref,lang,date
school_ecs_paris_ecole_de_communication_info_at_ecs-paris_com,ECS Paris - Ecole de communication,true,company,1,0,contact,info@ecs-paris.com,33146472990,,Non trouvé,,Paris,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-ecs_paris_ecole_de_communication-1557,fr_FR,2025-03-20
school_esupcom_ecole_superieure_de_communication_lille_lille_at_esupcom_com,ESUPCOM - ECOLE SUPERIEURE DE COMMUNICATION - LILLE,true,company,1,0,contact,lille@esupcom.com,33320400012,,https://www.esupcom.com/nos-ecoles/lille/?utm_source=diplomeos,,Lille,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-esupcom_ecole_superieure_de_communication_lille-1600,fr_FR,2025-03-20
school_esupcom_ecole_superieure_de_communication_aix_en_provence_aix_at_esupcom_com,ESUPCOM - ECOLE SUPERIEURE DE COMMUNICATION - AIX-EN-PROVENCE,true,company,1,0,contact,aix@esupcom.com,33442646200,,https://www.esupcom.com/nos-ecoles/aix-en-provence/?utm_source=diplomeos,,Vitrolles,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-esupcom_ecole_superieure_de_communication_aix_en_provence-1601,fr_FR,2025-03-20
school_esp_ecole_superieure_de_publicite_paris_plandi_at_espub_org,ESP - Ecole supérieure de publicité - Paris,true,company,1,0,contact,plandi@espub.org,33764363995,,https://espub.org?utm_source=diplomeos,,Paris,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-esp_ecole_superieure_de_publicite_paris-1918,fr_FR,2025-03-20
school_narratiiv_admissions_at_narratiiv_schools,Narratiiv,true,company,1,0,contact,admissions@narratiiv.schools,33153825713,,https://www.narratiiv.school/?utm_source=diplomeos,,Paris,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-narratiiv-2810,fr_FR,2025-03-20
school_iscom_institut_superieur_de_communication_et_de_publicite_montpellier_montpellier_at_iscom_fr,ISCOM - Institut supérieur de communication et de publicité - Montpellier,true,company,1,0,contact,montpellier@iscom.fr,33467105774,,Non trouvé,,Montpellier,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-iscom_institut_superieur_de_communication_et_de_publicite_montpellier-4005,fr_FR,2025-03-20
school_iscom_institut_superieur_de_communication_et_de_publicite_lyon_jean_gouix_at_iscom_fr,ISCOM - Institut supérieur de communication et de publicité - Lyon,true,company,1,0,contact,jean.gouix@iscom.fr,33472913604,,Non trouvé,,Lyon 7e,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-iscom_institut_superieur_de_communication_et_de_publicite_lyon-4320,fr_FR,2025-03-20
school_iscom_institut_superieur_de_communication_et_de_publicite_lille_oceane_gautier_at_iscom_fr,ISCOM - Institut supérieur de communication et de publicité - Lille,true,company,1,0,contact,oceane.gautier@iscom.fr,33328361610,,Non trouvé,,Lille,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-iscom_institut_superieur_de_communication_et_de_publicite_lille-4321,fr_FR,2025-03-20
school_iscom_institut_superieur_de_communication_et_de_publicite_paris_infos_at_iscom_fr,ISCOM - Institut supérieur de communication et de publicité - Paris,true,company,1,0,contact,infos@iscom.fr,33155070777,,Non trouvé,,Paris,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-iscom_institut_superieur_de_communication_et_de_publicite_paris-4335,fr_FR,2025-03-20
school_sup_de_com_lyon_lyon_at_ecoles-supdecom_com,SUP'DE COM - Lyon,true,company,1,0,contact,lyon@ecoles-supdecom.com,33786795077,,https://www.ecoles-supdecom.com/?utm_source=diplomeos,,Lyon,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-sup_de_com_lyon-4591,fr_FR,2025-03-20
school_audencia_sciencescom_mediacampus_sciencescom_at_audencia_com,Audencia SciencesCom - MediaCampus,true,company,1,0,contact,sciencescom@audencia.com,33240449000,,https://www.audencia.com/?utm_source=diplomeos,,Nantes,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-audencia_sciencescom_mediacampus-4890,fr_FR,2025-03-20
school_cesacom_paris_elhem_aissaoui_at_cesacom_fr,Cesacom Paris,true,company,1,0,contact,elhem.aissaoui@cesacom.fr,33183647522,,Non trouvé,,Paris,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-cesacom_paris-7274,fr_FR,2025-03-20
school_cesacom_lille_infolille_at_cesacom_fr,Cesacom Lille,true,company,1,0,contact,infolille@cesacom.fr,33320788118,,Non trouvé,,Lille,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-cesacom_lille-7593,fr_FR,2025-03-20
school_sup_de_com_bordeaux_bordeaux_at_ecoles-supdecom_com,SUP'DE COM - Bordeaux,true,company,1,0,contact,bordeaux@ecoles-supdecom.com,33535542836,,Non trouvé,,Bordeaux,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-sup_de_com_bordeaux-7800,fr_FR,2025-03-20
school_sup_de_com_grenoble_grenoble_at_ecoles-supdecom_com,SUP'DE COM - Grenoble,true,company,1,0,contact,grenoble@ecoles-supdecom.com,33458005441,,Non trouvé,,Saint-Martin-d'Hères,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-sup_de_com_grenoble-7801,fr_FR,2025-03-20
school_esupcom_ecole_superieure_de_communication_paris_paris_at_esupcom_com,ESUPCOM - ECOLE SUPERIEURE DE COMMUNICATION - PARIS,true,company,1,0,contact,paris@esupcom.com,33141171212,,https://www.esupcom.com/nos-ecoles/paris/?utm_source=diplomeos,,Paris 14e,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-esupcom_ecole_superieure_de_communication_paris-9875,fr_FR,2025-03-20
school_esupcom_ecole_superieure_de_communication_reims_reims_at_esupcom_com,ESUPCOM - ECOLE SUPERIEURE DE COMMUNICATION - REIMS,true,company,1,0,contact,reims@esupcom.com,33616136593,,https://www.esupcom.com/nos-ecoles/reims/?utm_source=diplomeos,,Reims,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-esupcom_ecole_superieure_de_communication_reims-9879,fr_FR,2025-03-20
school_iscom_institut_superieur_de_communication_et_de_publicite_bordeaux_bordeaux_at_iscom_fr,ISCOM - Institut supérieur de communication et de publicité - Bordeaux,true,company,1,0,contact,bordeaux@iscom.fr,33607690447,,Non trouvé,,Bordeaux,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-iscom_institut_superieur_de_communication_et_de_publicite_bordeaux-11651,fr_FR,2025-03-20
school_esupcom_ecole_superieure_de_communication_lyon_lyon_at_esupcom_com,ESUPCOM - ECOLE SUPERIEURE DE COMMUNICATION - LYON,true,company,1,0,contact,lyon@esupcom.com,33426290101,,https://www.esupcom.com/nos-ecoles/lyon/?utm_source=diplomeos,,Lyon,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-esupcom_ecole_superieure_de_communication_lyon-11730,fr_FR,2025-03-20
school_esp_ecole_superieure_de_publicite_lyon_dconrad_at_esp-esd_com,ESP - Ecole supérieure de publicité - Lyon,true,company,1,0,contact,dconrad@esp-esd.com,33755546993,,https://espub.org/?utm_source=diplomeos,,Lyon,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-esp_ecole_superieure_de_publicite_lyon-11905,fr_FR,2025-03-20
school_esp_ecole_superieure_de_publicite_bordeaux_echervy_at_esp-esd_com,ESP - Ecole supérieure de publicité - Bordeaux,true,company,1,0,contact,echervy@esp-esd.com,33755546992,,https://espub.org/?utm_source=diplomeos,,Bordeaux,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-esp_ecole_superieure_de_publicite_bordeaux-11906,fr_FR,2025-03-20
school_esp_ecole_superieure_de_publicite_toulouse_rsese_at_esp-esd_com,ESP - Ecole supérieure de publicité - Toulouse,true,company,1,0,contact,rsese@esp-esd.com,33532099977,,https://espub.org/?utm_source=diplomeos,,Toulouse,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-esp_ecole_superieure_de_publicite_toulouse-11907,fr_FR,2025-03-20
school_ific_accueil_at_ific-formations_com,IFIC,true,company,1,0,contact,accueil@ific-formations.com,33473756914,,https://ific-formations.com/?utm_source=diplomeos,,Vichy,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-ific-12637,fr_FR,2025-03-20
school_cesacom_nantes_nantes_at_cesacom_fr,Cesacom Nantes,true,company,1,0,contact,nantes@cesacom.fr,33252569090,,https://www.cesacom.fr/?utm_source=diplomeos,,Nantes,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-cesacom_nantes-12756,fr_FR,2025-03-20
school_iscom_institut_superieur_de_communication_et_publicite_nice_fanny_vaude_at_iscom_fr,ISCOM - Institut Supérieur de Communication et Publicité - Nice,true,company,1,0,contact,fanny.vaude@iscom.fr,33423320415,,https://www.iscom.fr/fr/iscom-nice?utm_source=diplomeos,,Nice,,France,,,,,,École de communication,,"École,Diplomeo",,https://diplomeo.com/etablissement-iscom_institut_superieur_de_communication_et_publicite_nice-13077,fr_FR,2025-03-20
